,EPOCH,temp4,humd4,temp17,humd17,temp22,humd22
0,1601936071.5109782,19.899999618530273,43.20000076293945,18.200000762939453,42.900001525878906,19.700000762939453,40.20000076293945
1,1601936078.1291308,19.899999618530273,43.29999923706055,18.100000381469727,43.70000076293945,19.700000762939453,40.29999923706055
2,1601936084.7248442,19.899999618530273,43.400001525878906,18.100000381469727,45.0,19.700000762939453,40.5
3,1601936091.3160887,19.899999618530273,43.599998474121094,18.0,45.400001525878906,19.700000762939453,40.599998474121094
4,1601936097.9089475,19.899999618530273,43.599998474121094,18.0,44.900001525878906,19.700000762939453,40.599998474121094
5,1601936104.5041122,19.899999618530273,43.599998474121094,18.0,44.29999923706055,19.700000762939453,40.70000076293945
6,1601936111.0993328,19.899999618530273,43.599998474121094,17.899999618530273,44.29999923706055,19.700000762939453,40.599998474121094
7,1601936117.6967783,19.899999618530273,43.5,17.899999618530273,44.29999923706055,19.700000762939453,40.5
8,1601936124.2899776,19.899999618530273,43.5,17.899999618530273,45.0,19.700000762939453,40.5
9,1601936130.8860173,19.799999237060547,43.5,17.799999237060547,45.29999923706055,19.700000762939453,40.599998474121094
10,1601936137.4779255,19.799999237060547,43.599998474121094,17.799999237060547,45.400001525878906,19.700000762939453,40.70000076293945
11,1601936144.0701919,19.899999618530273,43.70000076293945,17.700000762939453,45.599998474121094,19.700000762939453,40.70000076293945
12,1601936153.1898596,19.799999237060547,43.70000076293945,17.700000762939453,46.099998474121094,19.700000762939453,40.70000076293945
13,1601936159.7865222,19.799999237060547,43.79999923706055,17.600000381469727,45.70000076293945,19.700000762939453,40.900001525878906
14,1601936166.3837268,19.799999237060547,43.70000076293945,17.600000381469727,45.0,19.600000381469727,40.70000076293945
15,1601936172.9790711,19.799999237060547,43.599998474121094,17.5,44.70000076293945,19.600000381469727,40.5
16,1601936179.5715342,19.799999237060547,43.5,17.5,44.79999923706055,19.600000381469727,40.400001525878906
17,1601936188.6911712,19.799999237060547,43.5,17.399999618530273,45.0,19.600000381469727,40.400001525878906
18,1601936197.814898,19.799999237060547,43.5,17.299999237060547,46.5,19.600000381469727,40.400001525878906
19,1601936204.40701,19.799999237060547,43.70000076293945,17.299999237060547,46.5,19.600000381469727,40.70000076293945
20,1601936211.0063956,19.799999237060547,43.79999923706055,17.299999237060547,46.70000076293945,19.600000381469727,40.900001525878906
21,1601936217.6004786,19.799999237060547,43.900001525878906,17.299999237060547,46.79999923706055,19.600000381469727,40.900001525878906
22,1601936224.1945565,19.799999237060547,43.900001525878906,17.200000762939453,46.70000076293945,19.600000381469727,40.900001525878906
23,1601936230.7891538,19.799999237060547,43.900001525878906,17.200000762939453,46.599998474121094,19.600000381469727,40.900001525878906
24,1601936237.3865216,19.799999237060547,44.0,17.200000762939453,46.400001525878906,19.600000381469727,40.900001525878906
25,1601936243.9811676,19.700000762939453,44.099998474121094,17.100000381469727,46.29999923706055,19.600000381469727,40.79999923706055
26,1601936250.5735617,19.700000762939453,43.79999923706055,17.100000381469727,46.099998474121094,19.600000381469727,40.70000076293945
27,1601936257.1694925,19.700000762939453,43.79999923706055,17.0,45.70000076293945,19.5,40.70000076293945
28,1601936266.2906957,19.799999237060547,47.20000076293945,17.0,45.400001525878906,19.600000381469727,40.599998474121094
29,1601936272.8850203,19.700000762939453,46.20000076293945,17.0,45.099998474121094,19.5,40.599998474121094
30,1601936279.4779928,19.700000762939453,44.70000076293945,17.0,45.400001525878906,19.5,40.70000076293945
31,1601936286.0711353,19.700000762939453,44.20000076293945,16.899999618530273,45.79999923706055,19.5,40.79999923706055
32,1601936292.664954,19.700000762939453,44.0,16.899999618530273,46.5,19.5,40.79999923706055
33,1601936301.7855573,19.799999237060547,44.099998474121094,16.899999618530273,46.29999923706055,19.5,41.0
34,1601936308.381533,19.700000762939453,44.099998474121094,16.899999618530273,46.20000076293945,19.5,41.0
